event_type,timestamp,user_id,post_id,story_id,reel_id,ad_id,content_type,category,sub_category,author_id,engagement_time,session_duration,like_duration,view_duration,view_percentage,source,placement,destination,campaign_id,impression_id,creative_type,reason_category,share_type,platform,recipient_count,collection_id,sound_on,position,completion_type,comment_id,comment_type,reply_to_comment_id,text_length,mentioned_users
reel_view,2025-02-08T09:50:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,reel_872,,photo,Lifestyle,Fashion,creator_19,8,,,16,48,search,,,,,,,,,,,false,,skipped,,,,,
profile_view,2025-02-08T09:51:00Z,550e8400-e29b-41d4-a716-446655440000,,,,,photo,Movie,Action,creator_71,7,299,,,,search,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T09:51:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,ad_394,carousel,Sports,Cricket,creator_48,5,,,,,feed,feed,shop,camp_3,imp_394,product_showcase,,,,,,,,,,,,,
bookmark_post,2025-02-08T09:52:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_53,,,,photo,Sports,Tennis,creator_81,9,,,,,profile,,,,,,,,,,collection_sports,,,,,,,,
profile_view,2025-02-08T09:53:00Z,550e8400-e29b-41d4-a716-446655440000,,,,,video,Movie,Horror,creator_20,3,186,,,,search,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T09:55:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_183,,,,photo,Beauty,Makeup,creator_12,6,,,,,profile,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T09:55:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,story_736,,,video,Movie,Action,creator_43,3,,,10,84,feed,,,,,,,,,,,true,,,,,,,
unlike_post,2025-02-08T09:56:00Z,550e8400-e29b-41d4-a716-446655440000,post_402,,,,carousel,Adventure,Skydiving,creator_5,9,,6079,,,profile,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T09:56:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_794,,,,carousel,Beauty,Makeup,creator_94,4,,,,,feed,,,,,,,,,,collection_beauty,,,,,,,,
profile_view,2025-02-08T09:57:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,,carousel,Sports,Cricket,creator_8,4,80,,,,feed,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T09:58:00Z,550e8400-e29b-41d4-a716-446655440000,post_255,,,,carousel,Beauty,Haircare,creator_39,5,,,,,feed,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T09:58:00Z,550e8400-e29b-41d4-a716-446655440000,post_269,,,,photo,Beauty,Makeup,creator_62,4,,,,,feed,,,,,,,,,,collection_beauty,,,,,,,,
story_view,2025-02-08T09:58:00Z,550e8400-e29b-41d4-a716-446655440000,,story_988,,,photo,Food,Desserts,creator_23,6,,,12,57,explore,,,,,,,,,,,false,,,,,,,
like_post,2025-02-08T09:59:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_150,,,,carousel,Sports,Football,creator_67,8,,,,,search,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T10:01:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,,photo,Sports,Basketball,creator_73,9,75,,,,profile,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T10:01:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,story_795,,,photo,Sports,Tennis,creator_95,8,,,8,84,search,,,,,,,,,,,false,,,,,,,
like_post,2025-02-08T10:03:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_734,,,,carousel,Outdoor,Cycling,creator_85,8,,,,,profile,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T10:06:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,story_974,,,photo,Lifestyle,Home,creator_90,6,,,10,50,search,,,,,,,,,,,false,,,,,,,
bookmark_post,2025-02-08T10:07:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_373,,,,video,Sports,Basketball,creator_47,5,,,,,feed,,,,,,,,,,collection_sports,,,,,,,,
like_post,2025-02-08T10:08:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_327,,,,video,Lifestyle,Fashion,creator_87,7,,,,,search,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T10:09:00Z,550e8400-e29b-41d4-a716-446655440000,,story_847,,,photo,Movie,Drama,creator_38,7,,,8,82,explore,,,,,,,,,,,false,,,,,,,
story_view,2025-02-08T10:11:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,story_491,,,video,Lifestyle,Wellness,creator_25,5,,,13,90,search,,,,,,,,,,,true,,,,,,,
like_post,2025-02-08T10:11:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_886,,,,video,Sports,Tennis,creator_46,10,,,,,feed,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T10:12:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,story_164,,,photo,Lifestyle,Home,creator_1,9,,,14,50,feed,,,,,,,,,,,false,,,,,,,
story_view,2025-02-08T10:13:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,story_576,,,carousel,Beauty,Makeup,creator_67,3,,,13,52,search,,,,,,,,,,,false,,,,,,,
profile_view,2025-02-08T10:16:00Z,550e8400-e29b-41d4-a716-446655440000,,,,,carousel,Lifestyle,Wellness,creator_45,2,174,,,,explore,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T10:16:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,reel_741,,video,Outdoor,Camping,creator_12,10,,,24,31,explore,,,,,,,,,,,false,,watched_full,,,,,
reel_view,2025-02-08T10:17:00Z,550e8400-e29b-41d4-a716-446655440000,,,reel_895,,carousel,Beauty,Fragrance,creator_42,10,,,10,98,feed,,,,,,,,,,,false,,scrolled_away,,,,,
like_post,2025-02-08T10:18:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_877,,,,video,Lifestyle,Travel,creator_87,7,,,,,explore,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T10:19:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_191,,,,photo,Sports,Tennis,creator_72,4,,,,,profile,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T10:20:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_96,,,,video,Food,Cooking,creator_25,10,,,,,search,,,,,,,,,,collection_food,,,,,,,,
reel_view,2025-02-08T10:20:00Z,550e8400-e29b-41d4-a716-446655440000,,,reel_542,,carousel,Food,Desserts,creator_71,9,,,11,38,search,,,,,,,,,,,true,,skipped,,,,,
ad_click,2025-02-08T10:21:00Z,550e8400-e29b-41d4-a716-446655440000,,,,ad_184,carousel,Lifestyle,Home,creator_73,6,,,,,explore,story,external_link,camp_7,imp_184,product_showcase,,,,,,,,,,,,,
ad_click,2025-02-08T10:21:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,ad_782,carousel,Lifestyle,Travel,creator_46,7,,,,,search,story,external_link,camp_7,imp_782,brand_story,,,,,,,,,,,,,
reel_view,2025-02-08T10:22:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,reel_386,,video,Beauty,Haircare,creator_88,9,,,7,30,search,,,,,,,,,,,true,,watched_full,,,,,
reel_view,2025-02-08T10:23:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,reel_579,,photo,Sports,Football,creator_56,8,,,7,32,profile,,,,,,,,,,,false,,watched_full,,,,,
story_view,2025-02-08T10:23:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,story_825,,,video,Sports,Basketball,creator_38,3,,,6,95,explore,,,,,,,,,,,true,,,,,,,
story_view,2025-02-08T10:24:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,story_525,,,video,Food,Cooking,creator_22,9,,,11,88,explore,,,,,,,,,,,false,,,,,,,
like_post,2025-02-08T10:24:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_933,,,,photo,Beauty,Fragrance,creator_17,2,,,,,explore,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T10:25:00Z,550e8400-e29b-41d4-a716-446655440000,,,reel_5,,carousel,Beauty,Skincare,creator_61,10,,,8,71,profile,,,,,,,,,,,true,,watched_full,,,,,
reel_view,2025-02-08T10:26:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,reel_694,,photo,Sports,Basketball,creator_39,6,,,8,65,feed,,,,,,,,,,,false,,skipped,,,,,
profile_view,2025-02-08T10:27:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,,carousel,Outdoor,Swimming,creator_44,5,91,,,,feed,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T10:27:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,,,video,Beauty,Haircare,creator_26,9,267,,,,search,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T10:28:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_658,,,,photo,Adventure,Surfing,creator_49,5,,,,,search,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T10:29:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_233,,,,photo,Food,Healthy,creator_8,5,,,,,search,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T10:29:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,story_883,,,video,Beauty,Skincare,creator_93,5,,,6,55,profile,,,,,,,,,,,true,,,,,,,
unlike_post,2025-02-08T10:29:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_921,,,,carousel,Food,Restaurant,creator_66,8,,6619,,,explore,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T10:30:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,reel_185,,photo,Movie,Drama,creator_7,2,,,19,62,profile,,,,,,,,,,,false,,skipped,,,,,
ad_click,2025-02-08T10:30:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,ad_829,photo,Outdoor,Hiking,creator_4,6,,,,,explore,explore,external_link,camp_1,imp_829,brand_story,,,,,,,,,,,,,
bookmark_post,2025-02-08T10:32:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_742,,,,video,Outdoor,Hiking,creator_94,5,,,,,profile,,,,,,,,,,collection_outdoor,,,,,,,,
story_view,2025-02-08T10:32:00Z,550e8400-e29b-41d4-a716-446655440000,,story_937,,,carousel,Lifestyle,Home,creator_72,10,,,3,82,explore,,,,,,,,,,,false,,,,,,,
reel_view,2025-02-08T10:35:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,reel_848,,carousel,Food,Desserts,creator_43,4,,,20,36,search,,,,,,,,,,,true,,skipped,,,,,
like_post,2025-02-08T10:36:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_562,,,,video,Beauty,Haircare,creator_42,5,,,,,profile,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T10:36:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,reel_616,,photo,Outdoor,Swimming,creator_34,7,,,17,60,search,,,,,,,,,,,true,,watched_full,,,,,
reel_view,2025-02-08T10:36:00Z,550e8400-e29b-41d4-a716-446655440000,,,reel_898,,video,Movie,Horror,creator_17,6,,,8,73,profile,,,,,,,,,,,false,,watched_full,,,,,
reel_view,2025-02-08T10:37:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,reel_419,,video,Adventure,Surfing,creator_32,4,,,25,40,profile,,,,,,,,,,,false,,skipped,,,,,
like_post,2025-02-08T10:38:00Z,550e8400-e29b-41d4-a716-446655440000,post_925,,,,video,Beauty,Makeup,creator_47,5,,,,,explore,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T10:39:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,story_224,,,video,Food,Desserts,creator_80,4,,,15,89,profile,,,,,,,,,,,true,,,,,,,
profile_view,2025-02-08T10:39:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,,photo,Adventure,Climbing,creator_58,9,257,,,,feed,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T10:40:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,,video,Outdoor,Cycling,creator_32,7,247,,,,profile,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T10:40:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_747,,,,video,Beauty,Haircare,creator_18,3,,,,,search,,,,,,,,,,collection_beauty,,,,,,,,
reel_view,2025-02-08T10:41:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,reel_4,,video,Food,Desserts,creator_87,10,,,12,86,explore,,,,,,,,,,,true,,watched_full,,,,,
profile_view,2025-02-08T10:43:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,,,carousel,Beauty,Haircare,creator_77,6,155,,,,search,,,,,,,,,,,,,,,,,,
unlike_post,2025-02-08T10:47:00Z,550e8400-e29b-41d4-a716-446655440000,post_575,,,,photo,Sports,Football,creator_12,3,,819,,,profile,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T10:48:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,,ad_155,video,Movie,Comedy,creator_53,8,,,,,profile,story,external_link,camp_9,imp_155,influencer_collab,,,,,,,,,,,,,
story_view,2025-02-08T10:48:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,story_316,,,video,Outdoor,Swimming,creator_22,7,,,14,56,explore,,,,,,,,,,,true,,,,,,,
ad_click,2025-02-08T10:49:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,ad_660,video,Sports,Tennis,creator_94,6,,,,,feed,explore,external_link,camp_9,imp_660,limited_time_offer,,,,,,,,,,,,,
bookmark_post,2025-02-08T10:50:00Z,550e8400-e29b-41d4-a716-446655440000,post_3,,,,video,Lifestyle,Travel,creator_31,2,,,,,search,,,,,,,,,,collection_lifestyle,,,,,,,,
reel_view,2025-02-08T10:51:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,reel_561,,video,Food,Healthy,creator_30,6,,,16,33,search,,,,,,,,,,,true,,watched_full,,,,,
story_view,2025-02-08T10:51:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,story_962,,,photo,Outdoor,Cycling,creator_99,9,,,9,50,explore,,,,,,,,,,,false,,,,,,,
reel_view,2025-02-08T10:53:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,reel_700,,video,Adventure,Surfing,creator_18,8,,,30,68,feed,,,,,,,,,,,true,,scrolled_away,,,,,
reel_view,2025-02-08T10:55:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,reel_356,,video,Sports,Football,creator_73,8,,,28,64,explore,,,,,,,,,,,true,,scrolled_away,,,,,
unlike_post,2025-02-08T10:55:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_422,,,,carousel,Sports,Basketball,creator_18,8,,2167,,,feed,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T10:56:00Z,550e8400-e29b-41d4-a716-446655440000,,story_474,,,carousel,Lifestyle,Travel,creator_54,7,,,12,51,profile,,,,,,,,,,,true,,,,,,,
like_post,2025-02-08T10:56:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_857,,,,photo,Lifestyle,Home,creator_51,8,,,,,explore,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T10:57:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,,photo,Sports,Cricket,creator_54,7,51,,,,profile,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T10:57:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,ad_776,video,Sports,Football,creator_17,2,,,,,feed,feed,shop,camp_7,imp_776,brand_story,,,,,,,,,,,,,
ad_click,2025-02-08T10:58:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,ad_140,photo,Adventure,Skydiving,creator_19,2,,,,,search,feed,external_link,camp_5,imp_140,influencer_collab,,,,,,,,,,,,,
bookmark_post,2025-02-08T10:58:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_318,,,,photo,Adventure,Trekking,creator_1,2,,,,,feed,,,,,,,,,,collection_adventure,,,,,,,,
reel_view,2025-02-08T10:58:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,reel_892,,photo,Adventure,Skydiving,creator_69,2,,,20,43,feed,,,,,,,,,,,false,,skipped,,,,,
story_view,2025-02-08T10:59:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,story_995,,,carousel,Sports,Football,creator_56,2,,,13,83,profile,,,,,,,,,,,false,,,,,,,
unlike_post,2025-02-08T11:00:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_850,,,,video,Sports,Basketball,creator_48,9,,4838,,,search,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T11:01:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_544,,,,video,Beauty,Fragrance,creator_36,2,,,,,search,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T11:02:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,story_417,,,carousel,Sports,Tennis,creator_23,2,,,4,95,feed,,,,,,,,,,,true,,,,,,,
profile_view,2025-02-08T11:02:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,,carousel,Food,Restaurant,creator_62,10,191,,,,profile,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T11:03:00Z,550e8400-e29b-41d4-a716-446655440000,,story_46,,,carousel,Movie,Drama,creator_30,3,,,12,80,feed,,,,,,,,,,,true,,,,,,,
story_view,2025-02-08T11:03:00Z,550e8400-e29b-41d4-a716-446655440000,,story_659,,,carousel,Lifestyle,Home,creator_74,6,,,9,67,search,,,,,,,,,,,true,,,,,,,
ad_click,2025-02-08T11:05:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,ad_400,photo,Adventure,Climbing,creator_67,7,,,,,profile,story,shop,camp_2,imp_400,brand_story,,,,,,,,,,,,,
like_post,2025-02-08T11:06:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_994,,,,video,Lifestyle,Home,creator_6,5,,,,,feed,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T11:09:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,,,photo,Lifestyle,Home,creator_38,5,248,,,,profile,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T11:10:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,,ad_661,photo,Beauty,Makeup,creator_42,4,,,,,explore,story,shop,camp_4,imp_661,limited_time_offer,,,,,,,,,,,,,
ad_click,2025-02-08T11:12:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,,ad_265,video,Lifestyle,Home,creator_33,10,,,,,search,feed,profile,camp_9,imp_265,influencer_collab,,,,,,,,,,,,,
bookmark_post,2025-02-08T11:13:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_77,,,,carousel,Food,Restaurant,creator_19,8,,,,,search,,,,,,,,,,collection_food,,,,,,,,
like_post,2025-02-08T11:13:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_767,,,,video,Food,Cooking,creator_11,8,,,,,profile,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T11:13:00Z,550e8400-e29b-41d4-a716-446655440000,post_777,,,,photo,Lifestyle,Travel,creator_89,9,,,,,explore,,,,,,,,,,collection_lifestyle,,,,,,,,
unlike_post,2025-02-08T11:14:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_149,,,,carousel,Food,Cooking,creator_88,7,,729,,,feed,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T11:14:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_282,,,,photo,Movie,Drama,creator_100,2,,,,,feed,,,,,,,,,,collection_movie,,,,,,,,
unlike_post,2025-02-08T11:14:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_502,,,,photo,Beauty,Makeup,creator_27,5,,2267,,,profile,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T11:14:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_789,,,,video,Beauty,Makeup,creator_40,2,,,,,explore,,,,,,,,,,collection_beauty,,,,,,,,
unlike_post,2025-02-08T11:15:00Z,550e8400-e29b-41d4-a716-446655440000,post_10,,,,photo,Movie,Drama,creator_74,4,,777,,,feed,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T11:15:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_153,,,,video,Movie,Action,creator_4,4,,,,,feed,,,,,,,,,,collection_movie,,,,,,,,
bookmark_post,2025-02-08T11:15:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_486,,,,photo,Outdoor,Cycling,creator_71,6,,,,,profile,,,,,,,,,,collection_outdoor,,,,,,,,
ad_click,2025-02-08T11:18:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,,ad_222,video,Beauty,Makeup,creator_81,3,,,,,search,feed,shop,camp_7,imp_222,product_demo,,,,,,,,,,,,,
reel_view,2025-02-08T11:19:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,reel_662,,video,Outdoor,Camping,creator_73,8,,,6,60,profile,,,,,,,,,,,false,,watched_full,,,,,
like_post,2025-02-08T11:19:00Z,550e8400-e29b-41d4-a716-446655440000,post_720,,,,video,Beauty,Fragrance,creator_22,4,,,,,explore,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T11:20:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,story_200,,,photo,Outdoor,Cycling,creator_23,8,,,4,55,profile,,,,,,,,,,,true,,,,,,,
reel_view,2025-02-08T11:23:00Z,550e8400-e29b-41d4-a716-446655440000,,,reel_366,,video,Lifestyle,Fashion,creator_45,6,,,18,68,feed,,,,,,,,,,,true,,scrolled_away,,,,,
bookmark_post,2025-02-08T11:24:00Z,550e8400-e29b-41d4-a716-446655440000,post_311,,,,carousel,Lifestyle,Wellness,creator_26,5,,,,,explore,,,,,,,,,,collection_lifestyle,,,,,,,,
like_post,2025-02-08T11:24:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_376,,,,photo,Adventure,Trekking,creator_31,3,,,,,explore,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T11:25:00Z,550e8400-e29b-41d4-a716-446655440000,,,reel_104,,video,Beauty,Fragrance,creator_87,2,,,12,61,feed,,,,,,,,,,,false,,skipped,,,,,
unlike_post,2025-02-08T11:27:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_296,,,,video,Food,Cooking,creator_54,10,,6111,,,search,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T11:28:00Z,550e8400-e29b-41d4-a716-446655440000,,,,ad_894,photo,Lifestyle,Travel,creator_67,2,,,,,feed,story,shop,camp_5,imp_894,influencer_collab,,,,,,,,,,,,,
like_post,2025-02-08T11:31:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_472,,,,carousel,Beauty,Haircare,creator_4,10,,,,,feed,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T11:31:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,story_708,,,photo,Beauty,Makeup,creator_100,7,,,3,54,search,,,,,,,,,,,false,,,,,,,
story_view,2025-02-08T11:33:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,story_695,,,video,Outdoor,Swimming,creator_78,6,,,6,53,profile,,,,,,,,,,,true,,,,,,,
unlike_post,2025-02-08T11:33:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_701,,,,video,Movie,Horror,creator_70,10,,1889,,,search,,,,,,,,,,,,,,,,,,
unlike_post,2025-02-08T11:34:00Z,550e8400-e29b-41d4-a716-446655440000,post_177,,,,photo,Adventure,Trekking,creator_38,7,,1889,,,search,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T11:35:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_399,,,,carousel,Lifestyle,Home,creator_3,6,,,,,profile,,,,,,,,,,collection_lifestyle,,,,,,,,
ad_click,2025-02-08T11:37:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,ad_241,carousel,Sports,Basketball,creator_91,9,,,,,profile,story,external_link,camp_9,imp_241,product_demo,,,,,,,,,,,,,
bookmark_post,2025-02-08T11:38:00Z,550e8400-e29b-41d4-a716-446655440000,post_24,,,,photo,Beauty,Makeup,creator_91,10,,,,,profile,,,,,,,,,,collection_beauty,,,,,,,,
bookmark_post,2025-02-08T11:38:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_603,,,,carousel,Adventure,Surfing,creator_24,4,,,,,feed,,,,,,,,,,collection_adventure,,,,,,,,
reel_view,2025-02-08T11:39:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,reel_389,,photo,Outdoor,Camping,creator_79,9,,,11,75,explore,,,,,,,,,,,false,,watched_full,,,,,
reel_view,2025-02-08T11:40:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,reel_637,,photo,Lifestyle,Fashion,creator_6,6,,,14,69,feed,,,,,,,,,,,false,,watched_full,,,,,
like_post,2025-02-08T11:40:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_703,,,,video,Sports,Basketball,creator_66,8,,,,,feed,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T11:40:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,story_774,,,photo,Adventure,Trekking,creator_93,6,,,11,98,explore,,,,,,,,,,,false,,,,,,,
story_view,2025-02-08T11:41:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,story_176,,,photo,Food,Desserts,creator_93,6,,,8,50,search,,,,,,,,,,,true,,,,,,,
ad_click,2025-02-08T11:41:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,ad_504,video,Food,Cooking,creator_39,7,,,,,profile,explore,external_link,camp_9,imp_504,brand_story,,,,,,,,,,,,,
like_post,2025-02-08T11:42:00Z,550e8400-e29b-41d4-a716-446655440000,post_619,,,,video,Beauty,Haircare,creator_80,5,,,,,explore,,,,,,,,,,,,,,,,,,
unlike_post,2025-02-08T11:42:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_655,,,,photo,Adventure,Skydiving,creator_11,7,,6965,,,explore,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T11:42:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,story_752,,,carousel,Sports,Tennis,creator_29,7,,,2,55,feed,,,,,,,,,,,true,,,,,,,
story_view,2025-02-08T11:43:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,story_551,,,video,Outdoor,Swimming,creator_75,5,,,13,52,explore,,,,,,,,,,,false,,,,,,,
reel_view,2025-02-08T11:43:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,reel_605,,carousel,Sports,Tennis,creator_48,6,,,13,35,explore,,,,,,,,,,,true,,scrolled_away,,,,,
