event_type,timestamp,userId,pageType,slug,productId,skuId,quantity,source,category,subcategory,search_term,results_count
checkout_complete_item_level,2025-02-08T10:54:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_6408,prod_6408_sku_184,1,google_ad,Fashion,Casual,,
pdp_page_view,2025-02-08T10:55:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,pdp,wrist-band,prod_4449,,,website_nav,Sports,Accessories,,
pdp_page_view,2025-02-08T10:55:00Z,550e8400-e29b-41d4-a716-446655440000,pdp,face-serum,prod_2073,,,google_ad,Beauty,Skincare,,
search_page_view,2025-02-08T10:56:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,search,,,,,,,,hair-oil,45
home_page_view,2025-02-08T10:56:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,home_page,,,,,,,,,
home_page_view,2025-02-08T10:57:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,home_page,,,,,,,,,
add_to_wishlist,2025-02-08T11:00:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_8483,prod_8483_sku_604,1,social_media,Fitness,Equipment,,
home_page_view,2025-02-08T11:01:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,home_page,,,,,,,,,
plp_page_view,2025-02-08T11:02:00Z,550e8400-e29b-41d4-a716-446655440000,plp,perfume,,,,,Beauty,Fragrance,,
plp_page_view,2025-02-08T11:03:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,plp,scarves,,,,,Fashion,Accessories,,
plp_page_view,2025-02-08T11:04:00Z,550e8400-e29b-41d4-a716-446655440000,plp,face-wash,,,,,Beauty,Skincare,,
home_page_view,2025-02-08T11:07:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,home_page,,,,,,,,,
home_page_view,2025-02-08T11:08:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,home_page,,,,,,,,,
remove_from_wishlist,2025-02-08T11:08:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_1887,prod_1887_sku_522,3,google_ad,Adventure,Adventure_sports,,
remove_from_cart,2025-02-08T11:08:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_8350,prod_8350_sku_312,1,facebook_ad,Wellness,Wellness_Equipment,,
search_page_view,2025-02-08T11:09:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,search,,,,,,,,stretch-bands,16
home_page_view,2025-02-08T11:09:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,home_page,,,,,,,,,
remove_from_cart,2025-02-08T11:12:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_6352,prod_6352_sku_658,2,email,Sports,Footwear,,
home_page_view,2025-02-08T11:14:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,home_page,,,,,,,,,
home_page_view,2025-02-08T11:15:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,home_page,,,,,,,,,
add_to_cart,2025-02-08T11:15:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_9088,prod_9088_sku_421,2,direct,Beauty,Fragrance,,
add_to_wishlist,2025-02-08T11:16:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_7855,prod_7855_sku_896,3,google_ad,Fitness,Equipment,,
pdp_page_view,2025-02-08T11:20:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,torch,prod_3133,,,email,Adventure,Adventure_Equipment,,
checkout_complete_item_level,2025-02-08T11:20:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_6483,prod_6483_sku_409,2,social_media,Beauty,Skincare,,
home_page_view,2025-02-08T11:21:00Z,550e8400-e29b-41d4-a716-446655440000,home_page,,,,,,,,,
pdp_page_view,2025-02-08T11:22:00Z,550e8400-e29b-41d4-a716-446655440000,pdp,protein-powder,prod_5543,,,google_ad,Fitness,Supplements,,
search_page_view,2025-02-08T11:23:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,search,,,,,,,,sports-bottle,18
add_to_cart,2025-02-08T11:23:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_3685,prod_3685_sku_927,3,website_nav,Fashion,Ethnic,,
share_product_click,2025-02-08T11:23:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_5765,prod_5765_sku_785,3,instagram_ad,Fitness,Supplements,,
pdp_page_view,2025-02-08T11:27:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,kurtas,prod_6312,,,google_ad,Fashion,Ethnic,,
pdp_page_view,2025-02-08T11:28:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,weights,prod_8950,,,instagram_ad,Fitness,Equipment,,
add_to_cart,2025-02-08T11:29:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_7585,prod_7585_sku_262,3,direct,Beauty,Fragrance,,
plp_page_view,2025-02-08T11:29:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,plp,strong-sunscreen,,,,,Adventure,Adventure_sports,,
search_page_view,2025-02-08T11:31:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,search,,,,,,,,track-pants,45
add_to_cart,2025-02-08T11:31:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_6034,prod_6034_sku_110,2,website_nav,Beauty,Skincare,,
home_page_view,2025-02-08T11:32:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,home_page,,,,,,,,,
search_page_view,2025-02-08T11:32:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,search,,,,,,,,t-shirts,25
plp_page_view,2025-02-08T11:33:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,plp,bags,,,,,Fashion,Accessories,,
home_page_view,2025-02-08T11:35:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,home_page,,,,,,,,,
add_to_wishlist,2025-02-08T11:36:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_8296,prod_8296_sku_190,2,direct,Fashion,Accessories,,
search_page_view,2025-02-08T11:36:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,search,,,,,,,,stretch-bands,21
pdp_page_view,2025-02-08T11:36:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,training-shoes,prod_8769,,,email,Sports,Footwear,,
pdp_page_view,2025-02-08T11:38:00Z,550e8400-e29b-41d4-a716-446655440000,pdp,mascara,prod_6227,,,website_nav,Beauty,Makeup,,
home_page_view,2025-02-08T11:41:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,home_page,,,,,,,,,
add_to_wishlist,2025-02-08T11:43:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_1660,prod_1660_sku_467,3,email,Fitness,Equipment,,
checkout_complete_item_level,2025-02-08T11:44:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_4298,prod_4298_sku_700,2,social_media,Beauty,Fragrance,,
add_to_cart,2025-02-08T11:44:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_8926,prod_8926_sku_467,1,google_ad,Adventure,Adventure_sports,,
add_to_cart,2025-02-08T11:46:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_4954,prod_4954_sku_843,2,social_media,Fashion,Casual,,
remove_from_wishlist,2025-02-08T11:47:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_9565,prod_9565_sku_887,1,website_nav,Fitness,Supplements,,
plp_page_view,2025-02-08T11:48:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,plp,training-shoes,,,,,Sports,Footwear,,
add_to_cart,2025-02-08T11:48:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_7562,prod_7562_sku_452,2,direct,Sports,Accessories,,
pdp_page_view,2025-02-08T11:49:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,pdp,deodorant,prod_8593,,,website_nav,Beauty,Fragrance,,
plp_page_view,2025-02-08T11:49:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,plp,tent,,,,,Adventure,Adventure_Equipment,,
add_to_wishlist,2025-02-08T11:49:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_5224,prod_5224_sku_137,2,social_media,Sports,Accessories,,
pdp_page_view,2025-02-08T11:49:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,mask,prod_7815,,,email,Adventure,Adventure_Wearables,,
plp_page_view,2025-02-08T11:50:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,eyeliner,,,,,Beauty,Makeup,,
checkout_complete_item_level,2025-02-08T11:50:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_5661,prod_5661_sku_974,2,instagram_ad,Beauty,Fragrance,,
add_to_wishlist,2025-02-08T11:50:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_9351,prod_9351_sku_358,3,email,Fitness,Equipment,,
plp_page_view,2025-02-08T11:53:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,conditioner,,,,,Beauty,Haircare,,
pdp_page_view,2025-02-08T11:53:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,weights,prod_4251,,,direct,Fitness,Equipment,,
plp_page_view,2025-02-08T11:56:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,plp,sports-sandals,,,,,Sports,Footwear,,
home_page_view,2025-02-08T11:56:00Z,550e8400-e29b-41d4-a716-446655440000,home_page,,,,,,,,,
search_page_view,2025-02-08T11:56:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,search,,,,,,,,scarves,18
add_to_cart,2025-02-08T11:57:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_5921,prod_5921_sku_285,2,social_media,Beauty,Makeup,,
pdp_page_view,2025-02-08T11:59:00Z,550e8400-e29b-41d4-a716-446655440000,pdp,face-serum,prod_9468,,,website_nav,Beauty,Skincare,,
home_page_view,2025-02-08T12:00:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,home_page,,,,,,,,,
home_page_view,2025-02-08T12:00:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,home_page,,,,,,,,,
plp_page_view,2025-02-08T12:01:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,t-shirts,,,,,Fashion,Casual,,
share_product_click,2025-02-08T12:01:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_2444,prod_2444_sku_843,3,instagram_ad,Adventure,Adventure_sports,,
add_to_wishlist,2025-02-08T12:02:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_7368,prod_7368_sku_253,3,social_media,Beauty,Fragrance,,
search_page_view,2025-02-08T12:02:00Z,550e8400-e29b-41d4-a716-446655440000,search,,,,,,,,vitamins,18
pdp_page_view,2025-02-08T12:04:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,formal-shoes,prod_4617,,,social_media,Fashion,Formal,,
plp_page_view,2025-02-08T12:04:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,plp,yoga-mat,,,,,Wellness,Wellness_Equipment,,
remove_from_cart,2025-02-08T12:04:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_3188,prod_3188_sku_937,2,instagram_ad,Fitness,Equipment,,
plp_page_view,2025-02-08T12:05:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,plp,lipstick,,,,,Beauty,Makeup,,
pdp_page_view,2025-02-08T12:06:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,pdp,moisturizer,prod_8561,,,direct,Beauty,Skincare,,
home_page_view,2025-02-08T12:06:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,home_page,,,,,,,,,
home_page_view,2025-02-08T12:06:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,home_page,,,,,,,,,
pdp_page_view,2025-02-08T12:10:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,pdp,strong-sunscreen,prod_2617,,,facebook_ad,Adventure,Adventure_sports,,
add_to_cart,2025-02-08T12:10:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_2390,prod_2390_sku_607,3,direct,Beauty,Fragrance,,
search_page_view,2025-02-08T12:10:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,search,,,,,,,,lehengas,41
search_page_view,2025-02-08T12:11:00Z,550e8400-e29b-41d4-a716-446655440000,search,,,,,,,,conditioner,34
search_page_view,2025-02-08T12:11:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,search,,,,,,,,stretch-bands,47
plp_page_view,2025-02-08T12:11:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,stretch-bands,,,,,Wellness,Wellness_Equipment,,
pdp_page_view,2025-02-08T12:12:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,pdp,sports-sandals,prod_9839,,,google_ad,Sports,Footwear,,
pdp_page_view,2025-02-08T12:13:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,moisturizer,prod_4434,,,direct,Beauty,Skincare,,
search_page_view,2025-02-08T12:13:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,search,,,,,,,,fitness-tracker,48
plp_page_view,2025-02-08T12:13:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,plp,yoga-mat,,,,,Wellness,Wellness_Equipment,,
pdp_page_view,2025-02-08T12:14:00Z,550e8400-e29b-41d4-a716-446655440000,pdp,perfume,prod_8177,,,instagram_ad,Beauty,Fragrance,,
checkout_complete_item_level,2025-02-08T12:14:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_8426,prod_8426_sku_660,1,instagram_ad,Beauty,Makeup,,
add_to_cart,2025-02-08T12:15:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_5302,prod_5302_sku_718,1,social_media,Wellness,Wellness_Equipment,,
search_page_view,2025-02-08T12:15:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,search,,,,,,,,energy-drinks,19
home_page_view,2025-02-08T12:16:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,home_page,,,,,,,,,
share_product_click,2025-02-08T12:16:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_3333,prod_3333_sku_201,2,email,Sports,Equipment,,
pdp_page_view,2025-02-08T12:17:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,pdp,smartwatch,prod_3561,,,direct,Fitness,Wearables,,
add_to_cart,2025-02-08T12:18:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_9224,prod_9224_sku_135,1,email,Fitness,Wearables,,
search_page_view,2025-02-08T12:19:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,search,,,,,,,,running-shoes,30
home_page_view,2025-02-08T12:21:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,home_page,,,,,,,,,
pdp_page_view,2025-02-08T12:21:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,blazers,prod_4162,,,instagram_ad,Fashion,Formal,,
add_to_cart,2025-02-08T12:22:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_5034,prod_5034_sku_956,3,instagram_ad,Wellness,Wellness_Wearables,,
pdp_page_view,2025-02-08T12:22:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,stretch-bands,prod_8913,,,instagram_ad,Wellness,Wellness_Equipment,,
search_page_view,2025-02-08T12:24:00Z,550e8400-e29b-41d4-a716-446655440000,search,,,,,,,,moisturizer,38
add_to_cart,2025-02-08T12:25:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_3042,prod_3042_sku_449,2,email,Beauty,Makeup,,
home_page_view,2025-02-08T12:25:00Z,550e8400-e29b-41d4-a716-446655440000,home_page,,,,,,,,,
add_to_cart,2025-02-08T12:25:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_9519,prod_9519_sku_791,3,facebook_ad,Beauty,Fragrance,,
plp_page_view,2025-02-08T12:27:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,plp,running-shoes,,,,,Sports,Footwear,,
plp_page_view,2025-02-08T12:28:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,face-wash,,,,,Beauty,Skincare,,
checkout_initiated_item_level,2025-02-08T12:29:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_6466,prod_6466_sku_783,2,facebook_ad,Fitness,Wearables,,
plp_page_view,2025-02-08T12:30:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,plp,tent,,,,,Adventure,Adventure_Equipment,,
add_to_wishlist,2025-02-08T12:31:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_8598,prod_8598_sku_374,3,direct,Wellness,Wellness_Equipment,,
pdp_page_view,2025-02-08T12:35:00Z,550e8400-e29b-41d4-a716-446655440000,pdp,deodorant,prod_1795,,,facebook_ad,Beauty,Fragrance,,
search_page_view,2025-02-08T12:36:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,search,,,,,,,,rock-climbing-boots,20
pdp_page_view,2025-02-08T12:37:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,vitamins,prod_7058,,,email,Fitness,Supplements,,
add_to_wishlist,2025-02-08T12:37:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_3388,prod_3388_sku_822,3,website_nav,Fitness,Equipment,,
pdp_page_view,2025-02-08T12:41:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,smartwatch,prod_6171,,,google_ad,Fitness,Wearables,,
pdp_page_view,2025-02-08T12:42:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,sarees,prod_1381,,,social_media,Fashion,Ethnic,,
pdp_page_view,2025-02-08T12:43:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,pdp,scarves,prod_3120,,,facebook_ad,Fashion,Accessories,,
add_to_wishlist,2025-02-08T12:43:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_7011,prod_7011_sku_877,2,google_ad,Sports,Accessories,,
plp_page_view,2025-02-08T12:44:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,plp,protein-powder,,,,,Fitness,Supplements,,
home_page_view,2025-02-08T12:45:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,home_page,,,,,,,,,
plp_page_view,2025-02-08T12:48:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,t-shirts,,,,,Fashion,Casual,,
home_page_view,2025-02-08T12:49:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,home_page,,,,,,,,,
checkout_initiated_item_level,2025-02-08T12:53:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_6755,prod_6755_sku_419,3,direct,Fashion,Ethnic,,
home_page_view,2025-02-08T12:54:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,home_page,,,,,,,,,
plp_page_view,2025-02-08T12:54:00Z,550e8400-e29b-41d4-a716-446655440000,plp,face-wash,,,,,Beauty,Skincare,,
remove_from_cart,2025-02-08T12:56:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_8855,prod_8855_sku_874,1,social_media,Adventure,Adventure_Equipment,,
home_page_view,2025-02-08T12:57:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,home_page,,,,,,,,,
pdp_page_view,2025-02-08T12:58:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,pdp,yoga-mat,prod_8230,,,direct,Wellness,Wellness_Equipment,,
pdp_page_view,2025-02-08T12:59:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,shampoo,prod_6576,,,facebook_ad,Beauty,Haircare,,
pdp_page_view,2025-02-08T13:00:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,smartwatch,prod_8622,,,direct,Fitness,Wearables,,
share_product_click,2025-02-08T13:01:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_6262,prod_6262_sku_921,3,facebook_ad,Sports,Apparel,,
home_page_view,2025-02-08T13:02:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,home_page,,,,,,,,,
plp_page_view,2025-02-08T13:02:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,sports-bra,,,,,Wellness,Wellness_Wearables,,
pdp_page_view,2025-02-08T13:02:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,exercise-bike,prod_1289,,,instagram_ad,Fitness,Equipment,,
home_page_view,2025-02-08T13:02:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,home_page,,,,,,,,,
pdp_page_view,2025-02-08T13:03:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,fitness-tracker,prod_3608,,,social_media,Fitness,Wearables,,
plp_page_view,2025-02-08T13:03:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,plp,resistance-bands,,,,,Sports,Equipment,,
checkout_complete_item_level,2025-02-08T13:05:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_7831,prod_7831_sku_490,2,website_nav,Wellness,Wellness_Wearables,,
remove_from_wishlist,2025-02-08T13:05:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_1707,prod_1707_sku_894,2,direct,Fashion,Ethnic,,
plp_page_view,2025-02-08T13:07:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,plp,training-shoes,,,,,Sports,Footwear,,
home_page_view,2025-02-08T13:08:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,home_page,,,,,,,,,
search_page_view,2025-02-08T13:09:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,search,,,,,,,,wrist-band,14
home_page_view,2025-02-08T13:10:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,home_page,,,,,,,,,
plp_page_view,2025-02-08T13:11:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,stretch-bands,,,,,Wellness,Wellness_Equipment,,
pdp_page_view,2025-02-08T13:11:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,pdp,deodorant,prod_7950,,,facebook_ad,Beauty,Fragrance,,
plp_page_view,2025-02-08T13:15:00Z,550e8400-e29b-41d4-a716-446655440000,plp,hair-mask,,,,,Beauty,Haircare,,
pdp_page_view,2025-02-08T13:16:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,helmet,prod_4615,,,social_media,Adventure,Adventure_Wearables,,
add_to_cart,2025-02-08T13:16:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_7342,prod_7342_sku_742,3,direct,Beauty,Makeup,,
pdp_page_view,2025-02-08T13:16:00Z,550e8400-e29b-41d4-a716-446655440000,pdp,heart-rate-monitor,prod_8011,,,direct,Fitness,Wearables,,
remove_from_wishlist,2025-02-08T13:18:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_1953,prod_1953_sku_584,2,social_media,Sports,Equipment,,
pdp_page_view,2025-02-08T13:19:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,jeans,prod_9045,,,email,Fashion,Casual,,
add_to_cart,2025-02-08T13:19:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_5080,prod_5080_sku_269,1,facebook_ad,Adventure,Adventure_Equipment,,
search_page_view,2025-02-08T13:21:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,search,,,,,,,,wrist-band,21
pdp_page_view,2025-02-08T13:22:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,pdp,shorts,prod_2113,,,direct,Fashion,Casual,,
plp_page_view,2025-02-08T13:22:00Z,550e8400-e29b-41d4-a716-446655440000,plp,foundation,,,,,Beauty,Makeup,,
pdp_page_view,2025-02-08T13:23:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,yoga-pants,prod_9798,,,instagram_ad,Wellness,Wellness_Wearables,,
plp_page_view,2025-02-08T13:23:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,plp,jersey,,,,,Sports,Apparel,,
add_to_wishlist,2025-02-08T13:24:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_4283,prod_4283_sku_751,3,website_nav,Wellness,Wellness_Equipment,,
home_page_view,2025-02-08T13:25:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,home_page,,,,,,,,,
home_page_view,2025-02-08T13:27:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,home_page,,,,,,,,,
pdp_page_view,2025-02-08T13:27:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,pdp,mascara,prod_2326,,,social_media,Beauty,Makeup,,
share_product_click,2025-02-08T13:27:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_5886,prod_5886_sku_777,1,google_ad,Beauty,Haircare,,
add_to_cart,2025-02-08T13:28:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_7326,prod_7326_sku_936,3,website_nav,Beauty,Makeup,,
plp_page_view,2025-02-08T13:28:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,kurtas,,,,,Fashion,Ethnic,,
add_to_wishlist,2025-02-08T13:29:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_3833,prod_3833_sku_417,1,email,Beauty,Fragrance,,
plp_page_view,2025-02-08T13:31:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,plp,stretch-bands,,,,,Wellness,Wellness_Equipment,,
add_to_cart,2025-02-08T13:33:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_9622,prod_9622_sku_948,2,website_nav,Wellness,Wellness_Equipment,,
checkout_initiated_item_level,2025-02-08T13:36:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_6218,prod_6218_sku_928,1,website_nav,Fitness,Wearables,,
plp_page_view,2025-02-08T13:37:00Z,550e8400-e29b-41d4-a716-446655440000,plp,deodorant,,,,,Beauty,Fragrance,,
plp_page_view,2025-02-08T13:38:00Z,550e8400-e29b-41d4-a716-446655440000,plp,moisturizer,,,,,Beauty,Skincare,,
add_to_cart,2025-02-08T13:38:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_2780,prod_2780_sku_710,3,google_ad,Beauty,Fragrance,,
checkout_complete_item_level,2025-02-08T13:40:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_1721,prod_1721_sku_646,3,google_ad,Beauty,Fragrance,,
plp_page_view,2025-02-08T13:40:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,sarees,,,,,Fashion,Ethnic,,
home_page_view,2025-02-08T13:41:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,home_page,,,,,,,,,
add_to_cart,2025-02-08T13:41:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_5417,prod_5417_sku_581,2,facebook_ad,Sports,Accessories,,
